ShippingID,OrderID,ShippingMethod,ShippingCost,ShippingDate,DeliveryDate,DeliveryStatus,Carrier,TrackingNumber,RecipientName,RecipientContact,ShippingNotes
SH6533,O2156,Standard,12.8,12-02-2024,19-01-2025,Delivered,USPS,6f382209-2da0-43c2-80e4-e0114688edc7,Felicia Perez,081.658.7837x947,Mind herself question vote cold this south.
SH6534,O2477,Same-Day,46.04,25-05-2024,22-01-2025,Delivered,DHL,4ec7c5ad-8099-419f-a763-c60280c81ab4,Kristen Garcia,122.113.5757,Across music little back camera why weight to lead herself personal certain old.
SH6535,O2340,Express,33.67,02-12-2024,18-01-2025,In Transit,FedEx,675933db-5084-4bda-aaa4-0cde356bc3f9,Angela Johnson,(602)511-0142,Recognize sure bill subject quality fish image fish lead scientist can.
SH6536,O2071,Same-Day,25.43,12-04-2024,07-02-2025,Delivered,UPS,ccc9bd86-6176-48b1-a31d-081144445a19,Richard Odonnell,509-176-5860x065,Pressure change special hotel suggest moment subject name white cost group though have.
SH6537,O2472,Same-Day,31.09,12-02-2024,28-01-2025,In Transit,USPS,cbf64bef-bdc6-4a7a-9aad-b34d0ef1a180,Charles Leach,001-472-073-1989,Argue any strategy know country lead western will perform.
SH6538,O2219,Standard,10.16,25-01-2024,21-01-2025,Delivered,DHL,da683d56-0369-4418-a622-333c77b6f7c6,Tyler Cook,001-997-787-2222x0439,Cost reduce effect yourself because little player understand discuss minute its yes size.
SH6539,O2335,Express,36.98,16-12-2024,27-01-2025,Delivered,FedEx,88bcb0ac-9f20-4982-a4ee-c95c1372083e,Julie Harmon,001-543-740-4221x3473,Theory believe type yeah record someone option member car court.
SH6540,O2346,Same-Day,29.61,04-08-2024,08-02-2025,In Transit,USPS,8646fa07-8ec4-41a7-b7ef-cc7f247a93f5,Casey Howard,637-618-2850,Bed design lose vote later between book me father too drop cover kid.
SH6541,O2436,Express,11.54,22-03-2024,23-01-2025,Delivered,DHL,9a963ed0-226e-460e-82ce-2ecb31e2265b,Jorge Reid,(054)703-0798x86278,Property wonder these Democrat Mrs accept money technology national pass population.
SH6542,O2237,Express,26.8,21-07-2024,01-02-2025,In Transit,DHL,9a63afcc-b647-4a6c-bd22-5ddddaf43817,Steven Owen,2239822767,Discussion person really yet career professor they something discussion.
SH6543,O2273,Standard,17.69,18-05-2024,30-01-2025,In Transit,DHL,3beb7c69-83ea-4c54-8a6d-fa1dd6ed1e46,Matthew Branch,953-464-4686x40459,Heavy reflect agent enjoy employee soldier woman adult light.
SH6544,O2148,Express,43.26,01-03-2024,03-02-2025,Delayed,USPS,7602e7e5-d077-4e4b-977c-22aa107f5114,Kathy Payne,476-191-8911,Pull let almost might require debate for song subject yes anyone store.
SH6545,O2524,Standard,15.35,23-07-2024,02-02-2025,Delivered,USPS,245c0649-bec1-4361-9454-5e565d128eb1,Carlos Smith,(704)138-8565x18403,Stop baby raise think not show even would.
SH6546,O2049,Same-Day,9.91,09-04-2024,10-02-2025,In Transit,UPS,ceb27bf3-99dd-42cf-8f65-be6ce5e425cf,Charles Compton,+1-054-642-0713x887,Former positive young trouble somebody everyone where peace with word.
SH6547,O2496,Standard,46.65,27-01-2024,12-02-2025,In Transit,UPS,57f97bc0-1372-43e6-b140-c2c6d05727eb,William Marsh,509-130-1714x7372,Soon prove material cup direction price approach space agree brother discuss material first.
SH6548,O2012,Standard,10.99,02-07-2024,06-02-2025,In Transit,UPS,dba51034-62db-4619-807a-c97f60f35663,Christina Burke,+1-137-788-2250x5328,Movement total nice base various room ball same Mr policy.
SH6549,O2502,Express,29.03,25-01-2024,17-01-2025,Delivered,FedEx,4e351e33-1390-46e5-9035-b536422e0e28,Gloria Richards,380.324.1221x04218,Analysis arm dark cultural personal management guess your address tend star write.
SH6550,O2264,Same-Day,34.5,22-09-2024,12-02-2025,Delivered,USPS,1b0fcb1e-0260-4a6b-b75e-872acd3374de,Justin Knapp,934-053-2591x082,Suggest face enter area campaign option rather send.
SH6551,O2521,Standard,30.9,24-10-2024,25-01-2025,In Transit,FedEx,9e7f495a-4574-4a2a-bacd-afd3ad1aa74c,Troy Smith,001-485-048-8383x7813,Author simple many against have spring for oil front behavior want size generation.
SH6552,O2156,Same-Day,19.48,04-12-2024,24-01-2025,In Transit,UPS,99fc286a-745a-4870-b0f3-30fd991a86be,Teresa Allison,-3299,Natural letter know politics within wear nation situation own employee fire kitchen.
SH6553,O2141,Same-Day,12.89,05-03-2024,25-01-2025,In Transit,DHL,743c9099-a5ea-4d2c-b78f-b8fbf314cc9e,Gina Lewis,001-017-256-7646x23655,Majority she plan throughout in certain fact although yet.
SH6554,O2547,Standard,18.37,10-09-2024,31-01-2025,Delayed,USPS,1ccf756c-855e-4014-919e-c18f7469512d,Kimberly Rogers,611-468-0651x643,Single try kid family sometimes price father.
SH6555,O2193,Express,13.39,03-06-2024,11-02-2025,Delayed,UPS,700ba41d-2ce4-44ca-a9ab-9c9f4d7d5599,James Harris,(635)817-5968,Back around where hair plan civil just approach brother however over.
SH6556,O2142,Same-Day,16.52,06-09-2024,17-01-2025,In Transit,FedEx,ee0d605f-77e5-42e3-b838-f211efbbeb2e,Matthew Green,(422)042-4589x168,Performance education research source whose west next relate lawyer last decide.
SH6557,O2119,Express,17.68,25-11-2024,03-02-2025,Delayed,DHL,5b03915e-c780-4ec1-ad5d-1c05eca278ba,Timothy Garcia,(210)866-8301x555,Why loss list director space happy child.
SH6558,O2475,Same-Day,10.35,21-12-2024,12-02-2025,Delayed,UPS,eae80176-b7f2-4a84-85a5-d6ff8559536c,Brittany Mann,203.147.9803,World clear already tell question this.
SH6559,O2439,Standard,47.74,26-10-2024,07-02-2025,In Transit,USPS,d562e795-0a0b-4f54-8543-93ff04efcba9,Kayla Hughes,568-050-0870x6969,Mean require Republican education institution apply not others again produce explain.
SH6560,O2270,Express,24.24,06-11-2024,13-02-2025,Delivered,FedEx,3e1739ed-90ad-48c8-be25-149ce28cd2f3,Todd Fisher,(803)404-4442,Practice help talk quite husband skill foot.
SH6561,O2351,Standard,21.14,27-05-2024,08-02-2025,Delivered,FedEx,5d4e96e5-8006-4b17-ba87-f10ddab4e184,Tricia Burton,001-040-571-5428x89658,Moment will someone final since field.
SH6562,O2535,Express,24.68,28-01-2024,10-02-2025,In Transit,UPS,9616c025-f37d-4fd3-8a1c-89c8bf6bfc65,Kristina Clayton,(770)193-4824,Responsibility manager catch field sometimes pattern age store manage arrive quickly.
SH6563,O2033,Express,6.91,13-08-2024,27-01-2025,Delivered,USPS,5e39fcfd-5ca0-498b-a696-2825ed12549c,Craig Vance,(836)474-5640x6353,Positive money will system I thank discuss recently.
SH6564,O2150,Express,26.37,17-11-2024,22-01-2025,In Transit,UPS,c7b225c9-9799-49c4-b95f-c648d72d2059,Ryan Newton,8002062142,Guess when prove enter wide up dream soldier.
SH6565,O2075,Express,5.36,15-08-2024,06-02-2025,Delivered,DHL,33b7f958-f321-49ea-a5cb-5a21fd375451,Kelly Carey,405910694,See should from make if former before statement bill break walk.
SH6566,O2264,Express,27.9,19-10-2024,10-02-2025,Delayed,UPS,2abb938a-1d94-42f5-96fc-c184294f7535,Samantha Macias,+1-284-830-8580x571,Entire west fire question model place media hear behavior possible perform of.
SH6567,O2400,Standard,33.94,11-11-2024,08-02-2025,Delivered,FedEx,c91a3d73-c3d3-4337-a995-43e9dc5e91dd,Nicole Singh,643.474.7350x15684,Value citizen pull girl mean low inside identify camera friend.
SH6568,O2142,Same-Day,11.74,23-06-2024,09-02-2025,Delivered,USPS,9cdc1888-45f1-4177-b8e5-03bf6134860d,Ashley Rocha,(735)140-6680,Ball establish store boy base watch road.
SH6569,O2479,Standard,11.05,19-10-2024,15-01-2025,In Transit,FedEx,67c1414e-9d00-4110-97b8-0301718c2328,James Wood,937-892-2379x7152,Although black until significant ever enter race Republican show home stage girl paper.
SH6570,O2140,Standard,36.88,12-01-2025,09-02-2025,Delivered,UPS,53d08ba7-8303-4c21-8ce1-bbace4e80423,George Schmitt,713-224-0078,Two move different from notice affect after would find trial response military too.
SH6571,O2408,Express,10.16,03-11-2024,28-01-2025,Delayed,FedEx,2d425df4-9af2-4c02-85fd-ef153fc05e90,Tonya Welch,759-905-5726,Vote economy control again growth report begin business.
SH6572,O2357,Standard,15.97,17-02-2024,20-01-2025,In Transit,UPS,0262fd69-5c2c-41c9-9dac-39eb2502d99b,Lee Brown,001-183-111-4332x480,Every yet education career hand capital tax cover high adult.
SH6573,O2484,Standard,30.86,10-12-2024,11-02-2025,Delayed,DHL,644fcf71-482c-49d7-b9ea-bef76ad27628,Marcus Hughes,770936716,Daughter just machine marriage career see hand catch past since official cold.
SH6574,O2180,Same-Day,27.52,23-03-2024,10-02-2025,Delayed,FedEx,2ac368f9-08a3-41f1-83a0-be87cc321af2,Robert Grimes,(183)415-1338,Power door example young whom situation make family TV quickly indicate.
SH6575,O2314,Same-Day,39.74,12-12-2024,20-01-2025,Delivered,USPS,4c761741-0031-468b-8e8a-596ff2ff26c8,Christine Cooper,227-775-0662,Option responsibility doctor quality let news early factor watch lawyer discuss everything ready.
SH6576,O2571,Express,28.91,29-09-2024,05-02-2025,Delivered,DHL,e6e33817-7bf2-429e-b9e3-9d959efd8854,Victoria Carter,001-192-634-7703x1820,Friend prevent air design while decision sort list you state prepare degree herself.
SH6577,O2210,Same-Day,25.36,10-04-2024,25-01-2025,Delivered,USPS,adcdab23-0e8b-4cbf-9cc5-d069c150aa1d,Tony Greer,-3542,Cause position population several well degree condition choice near.
SH6578,O2533,Same-Day,27.24,14-11-2024,29-01-2025,Delivered,DHL,832322ea-d665-4c07-87b7-cc80c1653d65,Sandra Williams,001-456-572-2633,Game box him brother safe admit.
SH6579,O2404,Same-Day,19.21,13-08-2024,07-02-2025,In Transit,UPS,728ed62d-63cd-4173-98f0-6f704fb78cc8,Dr. Shawn Pham,317.524.8581,Trial and region strategy son administration any.
SH6580,O2442,Standard,8.61,29-09-2024,03-02-2025,In Transit,DHL,5b2cc920-8386-4bea-be15-1f023768b9a5,Sean Gilbert,979.735.5960,Current step my land condition yes.
SH6581,O2385,Standard,47.09,13-01-2025,02-02-2025,Delayed,DHL,10b8d31d-d1f7-40f3-bccf-fc98b0053c04,Bradley Martin,(827)480-0145,Seat student life safe fear now particularly leave but effect method effort.
SH6582,O2132,Express,18.15,14-07-2024,04-02-2025,Delayed,FedEx,00882c64-9bff-4eb8-810d-8014facde48a,Bobby Smith,+1-764-544-4288x52524,Body finally participant media state real style research turn space much clear.
SH6583,O2181,Express,45.05,07-03-2024,10-02-2025,Delivered,UPS,9afb1873-dc23-4510-819c-9fa72fa81bdf,Alison Glover,+1-348-372-7486x5478,Prepare nearly interesting student black very doctor.
SH6584,O2192,Standard,48.97,24-09-2024,02-02-2025,Delivered,UPS,82d091a5-ec37-419b-8c5b-210cfadd3ce1,Luis Leach,094-643-8363,Game successful star challenge executive let answer recently other suggest floor.
SH6585,O2575,Same-Day,37.66,13-05-2024,20-01-2025,Delayed,FedEx,cf5ce8f6-a0ba-44e0-bc87-e19b73b821a9,Laura Houston,+1-629-267-1287x389,Lay purpose finish make build we relationship control.
SH6586,O2562,Express,5.8,29-04-2024,10-02-2025,Delivered,USPS,f86105dd-c2e6-428c-86c2-cfc18dc0f077,Isabel Bennett,001-432-044-8132x5930,Whose minute focus still behavior them then address blood involve drop foot arm cover.
SH6587,O2387,Standard,14.05,10-07-2024,09-02-2025,Delayed,USPS,34cf335e-47ec-449a-a555-e93da7213534,Jessica Weeks,742.496.7518x933,Onto bit either imagine consumer must she relationship tree.
SH6588,O2206,Express,39.91,17-08-2024,07-02-2025,In Transit,UPS,0116e39c-a520-45d8-bee0-2106e8c5228d,Maurice Cochran,624.262.7335,Fine gas their another someone among image wait.
SH6589,O2478,Same-Day,48.43,07-01-2025,25-01-2025,Delayed,UPS,0ac95231-5c72-45bf-abac-d06db5d83086,Jeremy Morrow,(950)602-3239x89641,That reduce recognize feel less level best Congress thing week attorney.
SH6590,O2215,Express,48.91,13-11-2024,12-02-2025,In Transit,DHL,0be265ab-c9d2-455e-b92f-c5b1a2e55da9,Jessica Jackson,688-026-7442x354,Politics avoid her future drive great.
SH6591,O2493,Same-Day,12.37,23-08-2024,03-02-2025,Delivered,UPS,87591747-50a4-467e-80c4-7e9357c9507b,Maria Santos,584.070.8519x630,Different each former would situation different have occur.
SH6592,O2520,Express,34.39,30-04-2024,20-01-2025,In Transit,FedEx,065ec3c7-5fac-49df-b062-872b80d991d2,Joel Morris,+1-564-836-9990x6461,Term yourself analysis career according Democrat wish bring whom word participant whose.
SH6593,O2422,Same-Day,36.07,27-09-2024,10-02-2025,Delivered,UPS,9632c29b-4a39-4b87-84e0-ba39e684d3f9,Angela Wu,401-537-9110,Myself science girl ten green rather including decade return marriage page.
SH6594,O2182,Standard,26.48,16-06-2024,24-01-2025,Delivered,DHL,f50f7438-06ff-4dca-9f09-453926f62aeb,Cynthia Coleman,367-633-3701x37595,Tend short play big seven garden gas story smile social.
SH6595,O2073,Standard,14.18,24-07-2024,09-02-2025,Delivered,USPS,e6748af4-a1ad-42e9-9d6e-f33d885140f1,Casey Price,065-426-2796,Sound consider figure who feel many.
SH6596,O2323,Same-Day,45.81,17-10-2024,10-02-2025,In Transit,DHL,b5548d86-3c59-4c0b-9ab1-4f1f3273c05c,Amanda Henry,-6324,Street fund morning than head expect little remain appear almost program.
SH6597,O2492,Same-Day,8.95,11-01-2025,26-01-2025,Delayed,FedEx,39e22a5f-b86b-420f-8360-28c7222452da,Julie Charles,9051295779,Action risk box for guess from public coach professional condition.
SH6598,O2288,Standard,22.79,28-08-2024,24-01-2025,Delayed,USPS,5757cd2f-96c6-446e-9be4-cbb2ee8424ed,Thomas Hall,168-809-2711x09531,Others issue network professor table off how action early.
SH6599,O2045,Same-Day,13.45,10-06-2024,19-01-2025,Delivered,USPS,c6675d9c-a8e8-46eb-8aeb-3335ad7e4907,Amanda Esparza,+1-617-017-1675x24762,Explain left skill both again fear rather accept weight majority family.
